,keluhan_clean
4882,assalamualaikum yth kad cipta karya surabaya dn instansi kait urus rt rw huni rumah susun sombo sby memyampaikan keluh kait bangun lapang futsal dn gedung serba bangun pemkot sby dg apbd th 2016 bangun lapang futsal dn gedung serba sebut laksana sejak awal bulan mei 2016 selesai pd bulan januari 2017 yg lalu hasil dr bangun lapang futsal dn gedung serbaguna sebut walaupun smp dg blm dn manfaat huni dn wrg rumah susun sombo sdh jadi rusa khusus lapang futsal mana lantai lapang alami retak retak hampir seluruh lantai lapang hubung apa yg ini mohon pihak wenang dn kait laku sidak lokasi rumah susn sombo tuju laku periksa hadap laksana kerja sudah sesuai prosedur dn bangun lapang futsal dn gedung ini ingat bangun sebut menggunanakan dana apbd 2016 jangan terima lapor tulis laksana kerja kontraktor tidak pernah mau lihat langsung hasil kerja benar jangan alas dalam masa pelihara kontraktor samping jadi langgar hadap prosedur dn tentang bangun lapang futsal dn gedung apa masa pelihara kontraktor tinggal 1-2 bln untuk mohon cepat pihak yang wenang dn kait laku periksa lokasi dn obyek bangun demikian yang sampai atas perhati sampai terima kasih
4883,pbb sby tgl jatuh tempo bulan apa belum terms sppt
4884,selamat pagi 1 ingin tanya aju tambah anggota keluarga terima bpjs pbi kota surabaya warga yg dulu meni terima jamkesmas nasional maupun daerah sekarang kartu jadi bpjs meni bagaimana proses syarat aju anggota keluarga dapat bantu bpjs pbi perintah 2 bagaimana proses syarat aju bpjs pbi warga memang layak terima sampai ini dapat bantu sebut terima kasih
4885,usul helat pawai parade budaya bunga panjang jalan yg lalu pawai bentang garis satpol pp line tonton tdk luber tengah tapi jauh ber-kali2 acara gelar tdk respon dg baik walhasil selalu jadi kacau sama tonton saling rebut tengah arena ber-desak2an lbh malu acara suguh turis asing tdk standar yg beri yakin tdk nyaman lihat tonton yg tdk tertib urak minimal tiap jarak harus tugas dr linmas satpol pp tugas jika perlu semua tugas beri peluit utnk beri ingat tonton yg tdk tertib tksj
4886,admin kirim email ttg izin giat dolly lalu walikota - bakerbangpol alamat email mediacenter surabaya go id belum jawab mohon bantu terimakasih
4887,masih daftar latih komputer gratis nya
4888,trima kasih atas info kalau mau nanya2 putar kursus bisa gk nanya sini harus langsung tempat kursus
4889,dari kalimantan tarik kursus tmpat apa daftar meski orng kalimantan saya tinggal jl klampis malang iii daerah sukolilo surabaya
4890,zul mahasiswa um sby maumikut kursus komputer bagaimana cara trm ksh
4891,sapawargasby min ganti ktp status ktp meni ke dispendukcapil siola syarat apa terimakasih
4892,selamat malamsy aguswarga jl tambak asri no 274 surabayasy mau adu mohon bantu utk tertib parkir liar ada panjang jl genting masuk jl tambak asri panjang area sebut banyak mobil2 pribadi parkir liar akibat macet yg lumayan panjang bagi jalan ambil parkir mobil ganti lewat area sebut selalu ganggu terimakasih
4893,pagi bu risma mau tanya soal calo yg imigrasi mereka tindak dgn tegas tahu karrna imigrasi tanjung perak banyak calo bu yg nama marta sm albet nah kalau si albet selalu sembubyi warung dekat kantor imigrasi juga tukang tipu orang yg pakai jasa terimakasih bu
4894,pagi mau rubah imb dari tempat tinggal jadi sarana sehat prosedur syarat apa aja saya dapat info mana thanks melisa
4895,tgl 10-4-2017 sy camat tegalsari ambil e-ktp tanda terima sdh tulis ambil mundur bulan maret jawab tugas enak bu mau ambil e-ktppetugas ooo sudah sejak bulan 9 massaya iya bu kata selesei bln 9-2016 ke sini bulan 9 tulis bawah surat bln maret skrg uda aprilpetugas iya bpk bawa ksksaya buat apa bupetugas biar sy gampang carinyasaya bawa fotocopi ktp lamapetugas pak soal blm kirim foto pusat jadi blm cetak ktpsaya loh foto ktp khan di camat bu tugas mas iya emang smua trlambat itu kondisi camat disurabaya dari cara jawab ngobrol sama anak tk mohon jelas
4896,pagi nama tri widodo sudah laku upload berkas unt pengurusam tdp tgl 5 april 2017 sampai hari kok ada tindak lebih lanjut noner onlinevsaya 14377 lalu ssw
4897,mohon maaf kapan festival tari yosakoi selenggara
4898,mohon bantu laku tambal jalan panjang jl kutisari i ingat jalan sebut rupa jalan alternatif jalan kutisari besa jl kutisari utara juga akses tuju siwalankerto jam kerja sering jadi keclakaan banyak kendara yg jatuh lubang jalan sebut
4899,selamat sore joko sutrisno warga wonorejo indah timur rungkut sudah milik e ktp tera habis masa laku 8 april 2017 benar e ktp laku umur hidup perlu laku lapor kecaatan tempat panjang atai erubahan cetak e ktp terima kasih
4900,mau ngurus sppl sudah daftar online proses lanjut bagaimana nnggih
4901,parkir pemkot alat parkir elektronik seremonial karena saat hari parkir belah selatan masjid dekat rumah makan padang tarik tugas 5000 beri karcis sampai pulang tidak beri karcis 2 jukir yg satu pakai celana pendek satu necis pakai celana sepatu narik saya yang pakai celana sepatu tugas dishub hanya wira wiri naik motor n max mohon dishub serius tangan parkir tidak banyak uap tiap lapor dishub selalu nanya siapa nama berapa nomor rompi mesti tugas dishub tau yang biasa mangka situ mohon ditl suwun
4902,bangun fisik memang bandara tertib calon tumpang yg ada sama sekali ada tempat buat jalur2 bus antar kota masih nyelonong antri diport bus kalau memang mau airport manajemen buat tumpang benah bagaimana cara calon tumpang nyaman rebut bus datang apa ada calo fuck shit calo copet sampah manusia yg deteksi
4903,pemkot surabaya mohon masalah jalan gresik-kalianak yg jalan rusak debu segera atas menganggu lihat jalan khusus kendara roda selain lintas truk tleler lewat jalan sebut buat warga rasa aman nyaman sering jadi celaka buat kendara motor selalu waswas mohon tingkat nyaman layan publik jalan raya terima kasih
4904,siang mau tanya kampung ada tetangga punya usaha home industri tetapi limbah buang got salur air sedang klo got lingkung kan biasa gak ngalir timbuk bau mohon pemkot tertib usaha sebut terima kasih
4905,pihak yg tanggung jawab kepada pegawai lingkung lurah camat tingkat disiplin pegawai klo jadi layan masyarakat hrs layan dgn ikhlas dr hati harga masyarakat yg sdh rela jauh dapat layan dr jgn malah tdk di tempat
4906,selamat siang bu risma staff2nya hanya mau dar info telah laku lebar jalan didaera siwalankerto cara tutup salur air memang bikin macet didaera siwalankerto kurang sekarang didaera situ mulai macet karena jalan jadi sempit yang akibat pinggir jalan banyak warga yg parkir kendara makan badan jalan yang diri warkop warung makan jg di pinggir jalan terkadang kost 2 tra yg tak punya parkir ketika ada mobil henti bikin antri panjang moga bu risma sowan maen2 kedaera siwalankerto sekali mantau didaera sini utama pas malam hari moga ketemu solusi buat baik sama atas perhati sampai terimakasih
4907,mohon tanya pihak kait tadi baru dri camat mulyorejo minta surat terang ktp buat apa benar proses lama 1 minggu minta surat sebut apabila urgent apa di cepat proses terima kasih
4908,status e-ktp kan status lajang laku umur hidup saya bisa urus e-ktp dengan status meni saya meni apakah ketika urus e-ktp proses apa lama belum mohon tunjuk
4909,jalan berlobang tiga jl ngagel jaya depan diler yamaha
4910,pdam tempat jl dukuh setro rawasan 7 sekitar belum keluar sekarang uda minta bantu air kata nya antri pake banget ngenesnya lihat gang depan mobil tank dateng 2x hari soal nya yang kerja pdam apa punya tetangga yg kerja pdam baru direspon cepat kalo gak punya kudu antri gilir kesan nya gak adil banget yaa minta segera daerah dampak tanggulang solusi baik terlalu sering daerah jadi daerah dampak air bukan krisis kering krisis adil love surabaya
4911,selamat pagi 1 ingin tanya aju tambah anggota keluarga terima bpjs pbi kota surabaya warga yg dulu meni terima jamkesmas nasional maupun daerah sekarang kartu jadi bpjs meni bagaimana proses syarat aju anggota keluarga dapat bantu bpjs pbi perintah 2 bagaimana proses syarat aju bpjs pbi warga memang layak terima sampai ini dapat bantu sebut terima kasih
4912,selamat malam ibu risma pimpin dispenduk mau komplain kena procedure process ktp elektronik yg belit belit mungkin salah satu korban sekian banyak warga surabaya 1 rekam pertama salah pihak camat yg laku rekam ulang tahu2 18 mei 2015 - data hapus dispenduk proses pusat 2 tahun lalu 3 tunggu pingpong2 beberapa kali nyata data proses hapus buat ulang hapus tanggal 4 mei 2016 1 tahun lalu 4 14 september 2016 rekam ulang minta ambil 1 bulan kemudian 5 26 desember 2016 blanko kosong suruh ambil surat terang yg sebut suket e ktp6 10 april 2017 datang suket nyata tinggal 2 bulan suruh besok pak sutopo sedang rapat7 11 april 2017 suket e ktp ikan minta camat aju cetak blanko e ktp8 info duduk telah camat minta lurah proses e ktp tahu blanko sedang kosong kendala anggar negara tahu sulit atas kena procedure sampai bawah bantu process mudah jangan tambah buat belit putar2 kasihan orang2 yg bolak balik antri jelas hasil nya parah nya sekarang malah bebelit suruh putar2 camat dulu alas yg turut sangat logis jadi tanya kenapa camat lurah padahal1 data rekam dispenduk pusat2 tempat rekam duduk jelas data2 bawa nya camat rekam 3 foto copy suket ktp kasih camat nanti bawa lagi dispenduk mana kece data aktivitas tambah mungkin aktivitas kembali camat ambil bukti pegajuan saran 1 cetak blako ktp langsung rurut sesuai urutan2 kalau butuh konfirmasi ulang camat nya pihak dispenduk kumpul data suket e ktp nya konfirmasi camat sendiri mungkin warga yg mau cetak blanko3 hapus atur camat masih kolot mana sepatu pakai sopan tidak cukup buat warga bolak balik 4 sop jelas sama dispenduk kemarin di camat infomasi tidak sama lebih belit di lengkap data info warga yg saya temu di lift lurah lagi dispenduk lagi5 suket e ktp langsung di proses blanko warga bisa di beritahu per sms surat lurah ke rt rw kekuatiran kena data double nya tidak ada warga sudah rekam langsung di dispenduk sidik jari manusia cuman ada 1 di rekam 10 2 kornea mana ambil aktif e ktp sangkut langsungcoba di tanya ke diri sendiri bagaimana itu saudara bagai warga punya sulit travel sana sini ada disabilitas atau harus di potong gaji harus ijin kerjabuang ongkos transport uang makan hasil nya nihil tidak ada jelas malah proses nya di suruh putar putar mana harus nya proses nya simple perlu jelas solusi sekian masuk saya mohon perhati nya di buat sop yg jelas dan sama di tiap jajar saya apresiasi progress layan cuman kali ini saya nilai adalah mundur yang harus diprbaiki terima kasih
4913,mohon perintah kota surabaya khusus dinas hubung kota surabayauntuk kaji ulang rambu boleh angkut umum bp dp ton lawan arus jalan banyu urip ini salah satu macet ada jalan banyu urip juga sering jadi jadi celaka mohon tanggapanya ibu wali kota ibu risma jajar dishub surabaya
4914,slmt siang melaporjan jalan berlobang jl juwingan depan persil no 37 37a dpn masjid
4915,syarat yg d bawa apa bisa dtg sesuai sesi lgsung janji dulu
4916,rupa urus rt07rw09 beberapa tanya saran dukung program perintah ingat rt rupa garda depan sosialisasi program2 masyarakat 1 dukung program e-lampid ehealth ssw aju bantu koneksi internet fasilitas warga kawasan kami yang notabene melek it rupa masyarakat tengah bawah program ehealth elampid kena masyarakat sini2 aju rujuk apa bikin online antri faskes tingkat 1 urus rujukan3 pemkot program untuk fasilitas giat wirausaha pemuda warga mulai latih awal bina agar dapat tunjang ekonomi wargaterimakasih
4917,selamat pagi mau tanya klo ikut kursus blc sistem selesai brp hari per materi
4918,apa benar daftar komputer gratis
4919,sudah daftar ssw surabaya go id bisa login username witoyo77 psswrd 27january90 nmr hp yg daftar 0818328235
4920,mohon bantu kait jalan lubang sudah banyak jadi kendara sepeda motor jatuh lokasi panjang jalan rumah dinas tni al kel bulak banteng kenjeran
4921,mohon info pasti kapan air macet trus
4922,tindak lanjut pdam daerah bulak rukem timur bulak cumpat dukuh setro 2hari air gak keluar nopel 2289570 hp 082234059850 sekarang keluar bulan kena dampak baik pusat 1 minggu skr kena bayar gak telat kerja nya jg padan bantu gak masuk di tmpt krn tolak kampung yg di dpn gang terus gmna solusi terima kasih
4923,kiro2 nek njaluk bantu iku mbayar opo ora hehehe kirim tangki air pdam
4924,sapawargasby pemkot sby dukuh setro sktrnya di bantu air nopel 2282720 tlpn 081331072868
4925,min sapawargasby mohon info utk event surabaya health season yg adakan april - mei 2017 rs klinik mana yg ikut dlm acara
4926,sapawargasby prosedur utk daftar guru ngaji dapat bantu dr pemkot sby bgmn
4927,telah laku rekam data e ktp lima thaun lalu hingga kini e ktp ini hanya pegang e ktp tar ayang laku lama enam bulan tanggal terbit e ktp terbit 19 oktober 2016 masa berlakuknay habis 19 april 2017 tanya 19 april 2017 e ktp asli jadi saya bolak-balik lurah camat belum saya sering tanya dapat e ktp sebut buat saya tidak nyaman
4928,mohon info selenggara festival tari yosakoi kapan saya telepon disbudpar kok bisa
4929,pju padam panjang jiwo gang sdi rt 02 rw 02 2 hari padam
4930,ingin tanya kena alur izin laku teliti rutan medaeng surabaya lapas porongterima kasihbest regard maria cathalina corina susantopublic administration student of airlangga university081938528395 mcathalina
4931,kait http dcktr surabaya go id cktr wp-content uploads 2016 10 peraturan-daerah-kota-surabaya-nomor-12-tahun-2014-tentang-rencana-tata-ruang-wilayah-kota- surabaya-tahun-2014-2034 pdf atur daerah kota surabaya nomor 12 tahun 2014 rencana tata ruang wilayah kota surabaya tahun-2014-2034 atur walikota surabaya nomor 39 tahun 2012 pedoman standar teknis layan manfaat ruang korindo group tanya beberapa informasi bagai ikut 1 dari mana informasi kena rincian rencana tata ruang sistem prasarana kota surabaya periode 2017-2018 utama wilayah sekitar gresik 2 izin apa yang perlu bisa laku investasi bidang tanah property wilayah kota surabaya mohon kira dapat bantu ditindaklanjuti atas perhati kerjasamanya kami ucap terima kasih best regards yuni annisah purchasing management dept korindo group wisma korindo lt 10 jl mt haryono kav 62 pancoran jakarta selatan 12780 t 62-21-7975959 ext 179 f 62-21-7976412 6403 email mailto heryanto korindo co id yuni a korindo co id company website http www korindo co id www korindo co id
4932,anjur bikin passport kantor imigrasi kelas 1 tanjung perakkronologi 1 antri jam 4 pagi perlu bikin passport anak usia 2 5th 2 front desk cek lengkap data buka jam 8pagi nyata data yg kurang surat nikah asli akhir suami pulang sidoarjo ambil surat nikah tsb 3 suami front desk cek lengkap pihak front desk nama dewi astuti bilang oke lengkap beri nomer antri c041 kode c jalur khusus lansia ibu hamil sandang cacat krna anak balita beri kode c yg kata jalur khusus bs selesai lebih cepat trnyata saudara yg antri jalur kode b yg umum malah selesai lbh pkl 11 30wib 4 sedang anak harus nunggu jam 2 siang baru panggil nomer antri kami usaha sabar tunggu sedang anak makan pagi kami berani pergi lokasi krna takut lewat no antri yg buat kecewa hadap tugas imigrasi kelas 1 tanjung perak 5 hadap tugas imigrasi loket 1 hilang ktp asli panik buka2 tas depan tugas tsb bgtu suami bongkar2 tas takut titip ktp kemudian dgn tiba2 berkas lempar depan suami tugas sebut arogan bilang dua minat bikin pasport nada tinggi kok malah asyik sendiri klo tdk niat silah pulang nada tinggi sindir muka nyinyir hati kaget singgung kok tugas imigrasi arogan kurang ajar gin pdhl suami usaha sop mungkin kemudian tugas sebut mau lanjut proses data anak tahu kalo tugas imigrasi sebut model orang yg gila hormat lihat anak yg lelah lapar memustuskan kalah hadap tugas arogan sebut kata baik pak minta maaf silah lanjut baru kata tugas arogan tsb mau periksa berkas anak cukup situ sombong tugas imigrasi tanjung perak loket 1 tgl 6 april 20176 ktp ketemu ikan tugas arogan tsb trnyata ktp tolak alas e-ktp tanya kalo memang ktp tdk kenapa front desk pagi hari tadi beritahu kok skg sudah antri jam 4 pagi jam 2 siang tolak yg nolak tdk mau beri jelas baik pasang tampang remeh malah bilang tugas rekan belah pak gimana nih kamu aja yg jelasin ga mau lah contoh tugas layan masyarakat indonesia sdm rendah bgini masih pakai aja layan masyarakat sudah jadi tugas mereka bukan kalo memang tdk mampu kerja baik punya etika lebih baik jadi kerja kasar orang ibu lihat anak yg belum makan pagi cuma minum susu krna anak blum bs makan kantin imigrasi tidak tahan rasa emosi kecewa air mata tetes asa kecewa tdk bendung puncak tugas imigrasi arogan sebut kata ibu pintar acting nya dengar lgs tdk bendung emosi bilang tidak masalah apabila yg dilontang lantung begini lama urus pasport ngurus punya anak kasihan anak akhir muncul tugas yg jauh lebih baik tidak arogan cara jelas juga lebih sabar harga bagai warga sipil 7 akhir harus lari2 ke dispenduk urus e-ktp syukur tugas dispenduk tidak sulit malah sangat bantu terima kasih dispenduk kota surabaya 8 urus e-ktp beres suami anak kembali ke imigrasi tj perak apa yg dapat tugas arogan tsb tidak mau layan pandang dengan wajah remeh tidak sopan sehingga pada akhir layan tugas dan lebih sopan nama bapak ilham pdhl saat bapak ilham tugas loket 3 tp beliau dengan senang hati dan sopan periksa berkas saya loket 1 saya ini warna negara indonesia wni saya ini ajar sopan dan harga orang walopun org tsb tdk milik jabat yg lbh tinggi drpd saya saya tetap usaha laku sop mungkin mengapa tugas imigrasi yg notabene gaji layan rakyat kok malah arogan dan leceh memang pikir siapa baru jadi tugas aja uda gaya langit makanya hidup ya gitu2 aja tuhan gak buta pak klo orang2 spt beri kuasa bisa2 rakyat kecil sulit dan leceh terus dan nama tugas imigrasi arogan tsb adalah irwan tugas di loket 1 kantor imigrasi kelas 1 tj perak di loket khusus ibu hamil lansia p cacatpada tgl 6 april 2017 ibu risma hormat apabila ibu baca ini ibu baik hati untuk tinjau kantor imigrasi tsb dan tindak lanjut petugas2 yg arogan irwan tsb layan hadap rakyat biasa saya bisa lbh baik dan lbh harga bukan diinjak2 dan leceh seakan2 saya yg butuh jadi bisa enak sendiri laku saya sekali saya marah karna saya orang ibu dan saya sangat kasihan lihat anak saya harus ikut antri jam 4 pagi jam 16 30wib baru bisa foto itu menuggu untuk foto lama bukan main ikut saya lampir foto tugas arogan di kantor imigrasi kelas 1 tanjung perak surabaya
